movie,nominator,candidate,ffion,fiachra,oisin,total
Trapped In The Closet,Fiachra,nan,7,9,7,23
Endless Love,Oisin,nan,8,4,9,21
Mortal Kombat,Ffion,nan,5,7,8,20
The Happening,Fiachra,nan,9,6,4,19
Daredevil ,Oisin,nan,4,5,6,15
Dora The Movie,Ffion,nan,6,1,2,9
Mortal Kombat 2,Fiachra,nan,1,8,1,10
Twilight Eclipse,Oisin,nan,2,2,5,9
Abduction,Ffion,nan,3,3,3,9
