movie,nominator,candidate,ffion,fiachra,oisin,total
The Happening,Oisin,nan,8,8,8,24
Twilight New Moon,Ffion,nan,9,2,6,17
The Great Gatsby ,Fiachra,nan,6,9,9,24
Remember Me,Oisin,nan,2,1,7,10
Catwoman ,Ffion,nan,7,3,5,15
Run Hide Fight,Fiachra,nan,1,6,1,8
Daredevil ,Oisin,nan,4,5,3,12
The Room,Ffion,nan,3,4,2,9
Mortal Kombat,Fiachra,nan,5,7,4,16
