movie,nominator,candidate,ffion,fiachra,oisin,total
Karen,Ffion,KAren,9,8,9,26
The Room,Fiachra,lisa,7,9,8,24
Dora The Movie,Oisin,Dora,5,2,7,14
Twilight New Moon,Ffion,Bella,8,3,3,14
The Happening,Fiachra,Zoe,6,7,5,18
Catwoman ,Oisin,Halle Berry,3,4,2,9
Run Hide Fight,Ffion,Main girl (hero),4,6,6,16
Trapped In The Closet,Fiachra,Wife,1,5,1,7
Daredevil ,Oisin,Elektra,2,1,4,7
