movie,nominator,candidate,ffion,fiachra,oisin,total
Endless Love,Oisin,Dad,9,9,9,27
Trapped In The Closet,Ffion,AIDS,8,3,3,14
Twisted Pair,Fiachra,Neil breen,4,8,2,14
The Room,Oisin,Society,1,1,1,3
The Happening,Ffion,Mother nature,7,4,4,15
Daredevil ,Fiachra,bullseye,3,5,6,14
Moonfall,Oisin,The Moon,5,2,8,15
Karen,Ffion,Karen,6,6,5,17
Run Hide Fight,Fiachra,School shooter,2,7,7,16
