movie,nominator,candidate,ffion,fiachra,oisin,total
Trapped In The Closet,Ffion,nan,9,9,9,27
Mortal Kombat 2,Oisin,nan,2,5,5,12
Endless Love,Fiachra,nan,7,8,6,21
Karen,Ffion,nan,8,7,4,19
Swiped,Oisin,nan,3,4,8,15
Run Hide Fight,Fiachra,School shooter,6,6,2,14
Moonfall,Ffion,nan,5,3,7,15
God's Of Egypt,Oisin,nan,4,1,3,8
Morbius,Fiachra,nan,1,2,1,4
