movie,nominator,candidate,ffion,fiachra,oisin,total
Trapped In The Closet,Fiachra,nan,,,,
Mortal Kombat 2,Ffion,nan,,,,
Morbius,Oisin,nan,,,,
Run Hide Fight,Fiachra,nan,,,,
Cats,Ffion,Jason Derulo song,,,,
God's Of Egypt,Oisin,nan,,,,
Taken 3,Fiachra,nan,,,,
Endless Love,Ffion,basic romance music,,,,
Moonfall,Oisin,Rains Down In Africa,,,,
