movie,nominator,candidate,ffion,fiachra,oisin,total
Trapped In The Closet,Ffion,nan,,,,
Mortal Kombat 2,Fiachra,nan,,,,
The Happening,Oisin,nan,,,,
Karen,Ffion,nan,,,,
Ax'm ,Fiachra,nan,,,,
Mortal Kombat,Oisin,nan,,,,
Cats,Ffion,nan,,,,
Deep Blue Sea,Fiachra,nan,,,,
Remember Me,Oisin,,,,,
