movie,nominator,candidate,ffion,fiachra,oisin,total
The Great Gatsby ,Fiachra,nan,,,,
Mortal Kombat,Oisin,nan,,,,
God's Of Egypt,Ffion,nan,,,,
Mortal Kombat 2,Fiachra,nan,,,,
Daredevil ,Oisin,nan,,,,
Sky High,Ffion,nan,,,,
Buckaroo Bonsai,Fiachra,nan,,,,
Justice League,Oisin,nan,,,,
Cats,Ffion,nan,,,,
