movie,nominator,candidate,ffion,fiachra,oisin,total
Trapped In The Closet,Fiachra,nan,,,,
Endless Love,Ffion,nan,,,,
Run Hide Fight,Oisin,nan,,,,
Mortal Kombat 2,Fiachra,nan,,,,
Karen,Ffion,nan,,,,
God's Of Egypt,Oisin,nan,,,,
Morbius,Fiachra,nan,,,,
Swiped,Ffion,nan,,,,
Cats,Oisin,,,,,
