movie,nominator,candidate,ffion,fiachra,oisin,total
Cats,Ffion,nan,,,,
God's Of Egypt,Fiachra,nan,,,,
Justice League,Oisin,nan,,,,
Twisted Pair,Ffion,nan,,,,
Mortal Kombat 2,Fiachra,nan,,,,
The Happening,Oisin,nan,,,,
The Room,Ffion,nan,,,,
Daredevil ,Fiachra,nan,,,,
Twilight Breaking Dawn Part2,Oisin,,,,,
