movie,nominator,candidate,ffion,fiachra,oisin,total
Mortal Kombat 2,Oisin,nan,,,,
Cats,Fiachra,nan,,,,
God's Of Egypt,Ffion,nan,,,,
Trapped In The Closet,Oisin,nan,,,,
Morbius,Fiachra,nan,,,,
Moonfall,Ffion,,,,,
