movie,nominator,candidate,ffion,fiachra,oisin,total
Trapped In The Closet,Ffion,nan,,,,
Mortal Kombat 2,Oisin,nan,,,,
Endless Love,Fiachra,nan,,,,
Karen,Ffion,nan,,,,
Swiped,Oisin,nan,,,,
Run Hide Fight,Fiachra,School shooter,,,,
Moonfall,Ffion,nan,,,,
God's Of Egypt,Oisin,nan,,,,
Morbius,Fiachra,,,,,
